"id","movement_id","cue_text","order"
6843,102,"With a slight bend on your elbows in order to prevent stress at the biceps tendon, extend your arms to the side (straight out at both sides) in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms and torso should remain stationary; the movement should only occur at the shoulder joint.",2
6844,102,Return your arms back to the starting position as you breathe out. Make sure to use the same arc of motion used to lower the weights.,3
6845,102,Hold for a second at the starting position and repeat the movement for the prescribed amount of repetitions.,4
6846,105,Lie on incline an bench facing away from a high pulley machine that has a straight bar attachment on it.,0
6847,105,Grasp the straight bar attachment overhead with a pronated (overhand; palms down) shoulder width grip and extend your arms in front of you. The bar should be around 2 inches away from your upper thighs. This will be your starting position.,1
6848,105,"Keeping the upper arms stationary, lift your arms back in a semi circle until the bar is straight over your head. Breathe in during this portion of the movement.",2
6849,105,Slowly go back to the starting position using your lats and hold the contraction once you reach the starting position. Breathe out during the execution of this movement.,3
6850,105,Repeat for the recommended amount of repetitions.,4
6851,106,"Begin by moving the pulleys to the high position, select the resistance to be used, and take a handle in each hand.",0
6852,106,Stand directly between both pulleys with your arms extended out to your sides. Your head and chest should be up while your arms form a . This will be your starting position.,1
6853,106,"Keeping the elbows extended, pull your arms straight to your sides.",2
6854,106,Return your arms back to the starting position after a pause at the peak contraction.,3
6855,106,Continue the movement for the prescribed number of repetitions.,4
6856,107,"Connect a rope attachment to a tower, and move the cable to the lowest pulley position. Stand with your side to the cable with a wide stance, and grab the rope with both hands.",0
6857,107,Twist your body away from the pulley as you bring the rope over your shoulder like you performing a judo flip.,1
6858,107,"Shift your weight between your feet as you twist and crunch forward, pulling the cable downward.",2
6859,107,Return to the starting position and repeat until failure.,3
6860,107,"Then, reposition and repeat the same series of movements on the opposite side.",4
6861,108,Adjust the pulleys to the appropriate height and adjust the weight. The pulleys should be above your head.,0
6862,108,"Grab the left pulley with your right hand and the right pulley with your left hand, crossing them in front of you. This will be your starting position.",1
6863,108,"Initiate the movement by moving your arms back and outward, keeping your arms straight as you execute the movement.",2
6864,108,Pause at the end of the motion before returning the handles to the start position.,3
6865,110,Sit in the same position on a low pulley row station as you would if you were doing seated cable rows for the back.,0
6866,110,Attach a rope to the pulley and grasp it with an overhand grip. Your arms should be extended and parallel to the floor with the elbows flared out.,1
6867,110,Keep your lower back upright and slide your hips back so that your knees are slightly bent. This will be your starting position.,2
6868,110,"Pull the cable attachment towards your upper chest, just below the neck, as you keep your elbows up and out to the sides. Continue this motion as you exhale until the elbows travel slightly behind the back. Tip: Keep your upper arms horizontal, perpendicular to the torso and parallel to the floor throughout the motion.",3
6869,110,Go back to the initial position where the arms are extended and the shoulders are stretched forward. Inhale as you perform this portion of the movement.,4
6870,110,Repeat for the recommended amount of repetitions.,5
6871,111,"Connect a standard handle attachment, and position the cable to a middle pulley position.",0
6872,111,"Lie on a stability ball perpendicular to the cable and grab the handle with one hand. You should be approximately arm length away from the pulley, with the tension of the weight on the cable.",1
6873,111,"Grab the handle with both hands and fully extend your arms above your chest. You hands should be directly in-line with the pulley. If not, adjust the pulley up or down until they are.",2
6874,111,Keep your hips elevated and abs engaged. Rotate your torso away from the pulley for a full-quarter rotation. Your body should be flat from head to knees.,3
6875,111,Pause for a moment and in a slow and controlled manner reset to the starting position. You should still have side tension on the cable in the resting position.,4
6876,111,Repeat the same movement to failure.,5
6877,111,"Then, reposition and repeat the same series of movements on the opposite side.",6
6878,112,Seat on a flat bench with your back facing a high pulley.,0
7005,151,Perform the motion by flexing the spine and rotating your torso to bring the left elbow to the right knee.,1
6879,112,Grasp the cable rope attachment with both hands (with the palms of the hands facing each other) and place your hands securely over both shoulders. Tip: Allow the weight to hyperextend the lower back slightly. This will be your starting position.,1
6880,112,"With the hips stationary, flex the waist so the elbows travel toward the hips. Breathe out as you perform this step.",2
6881,112,"As you inhale, go back to the initial position slowly.",3
6882,112,Repeat for the recommended amount of repetitions.,4
6883,113,Grasp a cable bar attachment that is attached to a low pulley with a shoulder width or slightly wider overhand (palms facing down) grip.,0
6884,113,Stand erect close to the pulley with your arms extended in front of you holding the bar. This will be your starting position.,1
6885,113,Lift the bar by elevating the shoulders as high as possible as you exhale. Hold the contraction at the top for a second. Tip: The arms should remain extended at all times. Refrain from using the biceps to help lift the bar. Only the shoulders should be moving up and down.,2
6886,113,Lower the bar back to the original position.,3
6887,113,Repeat for the recommended amount of repetitions.,4
6888,115,"Stand facing a wall from several feet away. Stagger your stance, placing one foot forward.",0
6889,115,"Lean forward and rest your hands on the wall, keeping your heel, hip and head in a straight line.",1
6890,115,Attempt to keep your heel on the ground. Hold for 10-20 seconds and then switch sides.,2
6891,116,"Begin seated on the floor. Place a foam roller underneath your lower leg. Your other leg can either be crossed over the opposite or be placed on the floor, supporting some of your weight. This will be your starting position.",0
6892,116,"Place your hands to your side or just behind you, and press down to raise your hips off of the floor, placing much of your weight against your calf muscle. Roll from below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat for the other leg.",1
6893,117,"While standing upright, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended straight out in front of you. This will be your starting position.",0
6894,117,Initiate the movement by rotating the plate as far to one side as possible. Use the same type of movement you would use to turn a steering wheel to one side.,1
6895,117,"Reverse the motion, turning it all the way to the opposite side.",2
6896,117,Repeat for the recommended amount of repetitions.,3
6897,118,"Begin with your feet a few inches apart and your left arm up in a relaxed, athletic position.",0
6898,118,"With your right foot, quick step behind and pull the knee up.",1
6899,118,"Fire your arms back up when you pull the right knee, being sure that your knee goes straight up and down. Avoid turning your feet as you move and continue to look forward as you move to the side.",2
6900,119,Begin standing while facing a wall or a partner.,0
6901,119,"Using both hands, position the ball behind your head, stretching as much as possible, and forcefully throw the ball forward.",1
6902,119,"Ensure that you follow your throw through, being prepared to receive your rebound from your throw. If you are throwing against the wall, make sure that you stand close enough to the wall to receive the rebound, and aim a little higher than you would with a partner.",2
6903,121,"Begin in a three point stance, squatted down with your back flat and one hand on the ground. Place the medicine ball directly in front of you.",0
6904,121,"To begin, take your first step as you pull the ball to your chest, positioning both hands to prepare for the throw.",1
6905,121,"As you execute the second step, explosively release the ball forward as hard as possible.",2
6906,124,"The circus bell is an oversized dumbbell with a thick handle. Begin with the dumbbell between your feet, and grip the handle with both hands.",0
6907,124,"Clean the dumbbell by extending through your hips and knees to deliver the implement to the desired shoulder, letting go with the extra hand.",1
6908,124,"Ensure that you get one of the dumbbell heads behind the shoulder to keep from being thrown off balance. To raise it overhead, dip by flexing the knees, and the drive upwards as you extend the dumbbell overhead, leaning slightly away from it as you do so.",2
6909,124,"Carefully guide the bell back to the floor, keeping it under control as much as possible. It is best to perform this event on a thick rubber mat to prevent damage to the floor.",3
6910,125,Lie on a flat bench with an EZ bar loaded to an appropriate weight.,0
6911,125,Using a narrow grip lift the bar and hold it straight over your torso with your elbows in. The arms should be perpendicular to the floor. This will be your starting position.,1
6912,125,Now lower the bar down to your lower chest as you breathe in. Keep the elbows in as you perform this movement.,2
6913,125,"Using the triceps to push the bar back up, press it back to the starting position by extending the elbows as you exhale.",3
6914,125,Repeat.,4
6915,128,Lie flat on your back and bend your knees about 60 degrees.,0
6916,128,Keep your feet flat on the floor and place your hands loosely behind your head. This will be your starting position.,1
6917,128,Now curl up and bring your right elbow and shoulder across your body while bring your left knee in toward your left shoulder at the same time. Reach with your elbow and try to touch your knee. Exhale as you perform this movement. Tip: Try to bring your shoulder up towards your knee rather than just your elbow and remember that the key is to contract the abs as you perform the movement; not just to move the elbow.,2
6918,128,Now go back down to the starting position as you inhale and repeat with the left elbow and the right knee.,3
6919,128,Continue alternating in this manner until all prescribed repetitions are done.,4
6920,120,"Start off by standing with your legs together, holding a bodybar or a broomstick.",0
6921,120,Take a slightly wider than shoulder width grip on the pole and hold it in front of you with your palms facing down.,1
6922,120,Carefully lift the pole up and behind your head.,2
6923,122,Get on your hands and knees next to an exercise ball.,0
6924,122,"Place your elbows on top of the ball, keeping your arm out to your side. This will be your starting position.",1
6925,122,"Lower your torso towards the floor, keeping your elbow on top of the ball. Hold the stretch for 20-30 seconds, and repeat with the other arm.",2
6926,130,"In the crucifix, you statically hold weights out to the side for time. While the event can be practiced using dumbbells, it is best to practice with one of the various implements used, such as axes and hammers, as it feels different.",0
6927,130,"Begin standing, and raise your arms out to the side holding the implements. Your arms should be parallel to the ground. In competition, judges or sensors are used to let you know when you break parallel. Hold for as long as you can. Typically, the weights should be heavy enough that you fail in 30-60 seconds.",1
6928,131,Lie on the floor with your back flat and knees bent with around a 60-degree angle between the hamstrings and the calves.,0
6929,131,Keep your feet flat on the floor and stretch your arms overhead with your palms crossed. This will be your starting position.,1
6930,131,"Curl your upper body forward and bring your shoulder blades just off the floor. At all times, keep your arms aligned with your head, neck and shoulder. Don't move them forward from that position. Exhale as you perform this portion of the movement and hold the contraction for a second.",2
6931,131,Slowly lower down to the starting position as you inhale.,3
6932,131,Repeat for the recommended amount of repetitions.,4
6933,133,"Lie flat on your back with your feet flat on the ground, or resting on a bench with your knees bent at a 90 degree angle. If you are resting your feet on a bench, place them three to four inches apart and point your toes inward so they touch.",0
6934,133,Now place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head.,1
6935,133,"While pushing the small of your back down in the floor to better isolate your abdominal muscles, begin to roll your shoulders off the floor.",2
6936,133,"Continue to push down as hard as you can with your lower back as you contract your abdominals and exhale. Your shoulders should come up off the floor only about four inches, and your lower back should remain on the floor. At the top of the movement, contract your abdominals hard and keep the contraction for a second. Tip: Focus on slow, controlled movement - don't cheat yourself by using momentum.",3
6937,133,"After the one second contraction, begin to come down slowly again to the starting position as you inhale.",4
6938,133,Repeat for the recommended amount of repetitions.,5
6939,134,Secure your legs at the end of the decline bench and lie down.,0
6940,134,Now place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head.,1
6941,134,"While pushing the small of your back down in the bench to better isolate your abdominal muscles, begin to roll your shoulders off it.",2
6942,134,"Continue to push down as hard as you can with your lower back as you contract your abdominals and exhale. Your shoulders should come up off the bench only about four inches, and your lower back should remain on the bench. At the top of the movement, contract your abdominals hard and keep the contraction for a second. Tip: Focus on slow, controlled movement - don't cheat yourself by using momentum.",3
6943,134,"After the one second contraction, begin to come down slowly again to the starting position as you inhale.",4
6944,134,Repeat for the recommended amount of repetitions.,5
6945,135,Secure your legs at the end of the decline bench and lie down with a dumbbell on each hand on top of your thighs. The palms of your hand will be facing each other.,0
6946,135,"Once you are laying down, move the dumbbells in front of you at shoulder width. The palms of the hands should be facing each other and the arms should be perpendicular to the floor and fully extended. This will be your starting position.",1
6947,135,"With a slight bend on your elbows in order to prevent stress at the biceps tendon, lower your arms out at both sides in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms should remain stationary; the movement should only occur at the shoulder joint.",2
6948,135,Return your arms back to the starting position as you squeeze your chest muscles and breathe out. Tip: Make sure to use the same arc of motion used to lower the weights.,3
6949,135,Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.,4
6950,136,Secure your legs at the end of the decline bench and slowly lay down on the bench.,0
6951,136,Raise your upper body off the bench until your torso is about 35-45 degrees if measured from the floor.,1
6952,136,Put one hand beside your head and the other on your thigh. This will be your starting position.,2
6953,136,Raise your upper body slowly from the starting position while turning your torso to the left. Continue crunching up as you exhale until your right elbow touches your left knee. Hold this contracted position for a second. Tip: Focus on keeping your abs tight and keeping the movement slow and controlled.,3
6954,136,Lower your body back down slowly to the starting position as you inhale.,4
6955,136,"After completing one set on the right for the recommended amount of repetitions, switch to your left side. Tip: Focus on really twisting your torso and feeling the contraction when you are in the up position.",5
6956,137,Lie on your back on a decline bench and hold on to the top of the bench with both hands. Don't let your body slip down from this position.,0
6957,137,Hold your legs parallel to the floor using your abs to hold them there while keeping your knees and feet together. Tip: Your legs should be fully extended with a slight bend on the knee. This will be your starting position.,1
6958,137,"While exhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the bench. At the end of this movement your knees will be touching your chest.",2
6959,137,Hold the contraction for a second and move your legs back to the starting position while inhaling.,3
6960,137,Repeat for the recommended amount of repetitions.,4
6961,138,"Sit securely in a dip machine, select the weight and firmly grasp the handles.",0
6962,138,Now keep your elbows in at your sides in order to place emphasis on the triceps. The elbows should be bent at a 90 degree angle.,1
6963,138,"As you contract the triceps, extend your arms downwards as you exhale. Tip: At the bottom of the movement, focus on keeping a little bend in your arms to keep tension on the triceps muscle.",2
6964,138,Now slowly let your arms come back up to the starting position as you inhale.,3
6965,138,Repeat for the recommended amount of repetitions.,4
6966,141,"Place a kettlebell in front of your front foot and clean and press a kettlebell overhead with your opposite arm. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulders. Rotate your wrist as you do so, so that the palm faces forward.",0
6967,141,"Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Turn your feet out at a forty-five degree angle from the arm with the locked out kettlebell.",1
6968,141,"Bending at the hip to one side, sticking your butt out, slowly lean until you can retrieve the kettlebell from the floor. Keep your eyes on the kettlebell that you hold over your head at all times.",2
6969,141,Pause for a second after retrieving the kettlebell from the ground and reverse the motion back to the starting position.,3
6970,142,Lie facedown on top of an exercise ball.,0
6971,142,"While resting on your stomach on the ball, walk your hands forward along the floor and lift your legs, extending your elbows and knees.",1
6972,143,Lie down on a flat bench with a dumbbell on each hand resting on top of your thighs. The palms of your hand will be facing each other.,0
6973,143,"Then using your thighs to help raise the dumbbells, lift the dumbbells one at a time so you can hold them in front of you at shoulder width with the palms of your hands facing each other. Raise the dumbbells up like you're pressing them, but stop and hold just before you lock out. This will be your starting position.",1
6974,143,"With a slight bend on your elbows in order to prevent stress at the biceps tendon, lower your arms out at both sides in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms should remain stationary; the movement should only occur at the shoulder joint.",2
6975,143,Return your arms back to the starting position as you squeeze your chest muscles and breathe out. Tip: Make sure to use the same arc of motion used to lower the weights.,3
6976,143,Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.,4
6977,144,Lie on a flat bench face down with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.,0
6978,144,Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.,1
6979,144,Now raise the upper arm so that the forearm is perpendicular to the floor and the upper arm is perpendicular to your torso. Tip: The upper arm should be parallel to the floor and also creating a 90-degree angle with your torso. This will be your starting position.,2
6980,144,"As you breathe out, externally rotate your forearm so that the dumbbell is lifted forward as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is parallel to the floor. At this point you will hold the contraction for a second.",3
6981,144,"As you breathe in, slowly go back to the starting position.",4
6982,144,Repeat for the recommended amount of repetitions.,5
6983,145,Lie sideways on a flat bench with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.,0
6984,145,Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.,1
6985,145,Now raise the upper arm so that the forearm is parallel to the floor and perpendicular to your torso (Tip: So the forearm will be directly in front of you). The upper arm will be stationary by your torso and should be parallel to the floor (aligned with your torso at all times). This will be your starting position.,2
6986,145,"As you breathe out, externally rotate your forearm so that the dumbbell is lifted up in a semicircle motion as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is perpendicular to the floor and the torso pointing towards the ceiling. At this point you will hold the contraction for a second.",3
6987,145,"As you breathe in, slowly go back to the starting position.",4
6988,145,Repeat for the recommended amount of repetitions and then switch to the other arm.,5
6989,146,"This corrective exercise strengthens the muscles that stabilize your shoulder blade. Hold a light weight in each hand, hanging at your sides. Your thumbs should pointing up.",0
6990,146,"Begin the movement raising your arms out in front of you, about 30 degrees off center. Your arms should be fully extended as you perform the movement.",1
6991,146,"Continue until your arms are parallel to the ground, and then return to the starting position.",2
6992,147,"Stand erect with a dumbbell on each hand (palms facing your torso), arms extended on the sides.",0
6993,147,Lift the dumbbells by elevating the shoulders as high as possible while you exhale. Hold the contraction at the top for a second. Tip: The arms should remain extended at all times. Refrain from using the biceps to help lift the dumbbells. Only the shoulders should be moving up and down.,1
6994,147,Lower the dumbbells back to the original position.,2
6995,147,Repeat for the recommended amount of repetitions.,3
6996,148,Stand up straight while holding a dumbbell on each hand (palms facing the side of your legs).,0
6997,148,Place the right foot on the elevated platform. Step on the platform by extending the hip and the knee of your right leg. Use the heel mainly to lift the rest of your body up and place the foot of the left leg on the platform as well. Breathe out as you execute the force required to come up.,1
6998,148,Step down with the left leg by flexing the hip and knee of the right leg as you inhale. Return to the original standing position by placing the right foot of to next to the left foot on the initial position.,2
6999,148,Repeat with the right leg for the recommended amount of repetitions and then perform with the left leg.,3
7000,149,"Using a close grip, lift the EZ bar and hold it with your elbows in as you lie on the bench. Your arms should be perpendicular to the floor. This will be your starting position.",0
7001,149,"Keeping the upper arms stationary, lower the bar by allowing the elbows to flex. Inhale as you perform this portion of the movement. Pause once the bar is directly above the forehead.",1
7002,149,Lift the bar back to the starting position by extending the elbow and exhaling.,2
7003,149,Repeat.,3
7004,151,"Lie on the floor, crossing your right leg across your bent left knee. Clasp your hands behind your head, beginning with your shoulder blades on the ground. This will be your starting position.",0
7006,151,Return to the starting position and repeat the movement for the desired number of repetitions before switching sides.,2
7007,150,Sit or stand with your feet slightly apart.,0
7008,150,Place your hands on your shoulders with your elbows at shoulder level and pointing out.,1
7009,150,Slowly make a circle with your elbows. Breathe out as you start the circle and breathe in as you complete the circle.,2
7010,153,"Lie on the floor and position a kettlebell for one arm to press. The kettlebell should be held by the handle. The leg on the same side that you are pressing should be bent, with the knee crossing over the midline of the body.",0
7011,153,"Press the kettlebell by extending the elbow and adducting the arm, pressing it above your body. Return to the starting position.",1
7012,226,"Grab onto a chinup bar with one hand, using a pronated grip. Keep your feet on the floor or a step. Allow the majority of your weight to hang from that hand, while keeping your feet on the ground. Hold for 10-20 seconds and switch sides.",0
7013,154,Start in a relaxed position with one leg slightly forward. This will be your starting position.,0
7015,154,"Perform fast skips by maintaining close contact with the ground and reduce air time, moving as quickly as possible.",2
7016,155,Hold a barbell with both hands and your palms facing up; hands spaced about shoulder width.,0
7017,155,"Place your feet flat on the floor, at a distance that is slightly wider than shoulder width apart. This will be your starting position.",1
7018,155,"Lower the bar as far as possible by extending the fingers. Allowing the bar to roll down the hands, catch the bar with the final joint in the fingers.",2
7019,155,Now curl bar up as high as possible by closing your hands while exhaling. Hold the contraction at the top.,3
7020,157,"This exercise stretches the fascia of the muscles in the feet. Start off seated with your shoes removed. Using a foot roller or a similar object, such as a small section of pvc pipe, place your foot against the roller across the arch of your foot. This will be your starting position.",0
7021,157,"Press down firmly, rolling across the arch of your foot. Hold for 10-30 seconds, and then switch feet.",1
7022,156,"On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge.",0
7023,156,Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position.,1
7024,156,Start the movement by lifting the left leg higher than the right leg.,2
7025,156,Then lower the left leg as you lift the right leg.,3
7026,156,Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement.,4
7027,158,"Stand with your hands behind your head, and squat down keeping your torso upright and your head up. This will be your starting position.",0
7028,158,"Jump forward several feet, avoiding jumping unnecessarily high. As your feet contact the ground, absorb the impact through your legs, and jump again. Repeat this action 5-10 times.",1
7029,159,Grasp the pull-up bar with a shoulder width underhand grip.,0
7030,159,Now hang with your arms fully extended and stick your chest out and lean back. Tip: You will be leaning back throughout the entire movement. This will be your starting position.,1
7031,159,"Start pulling yourself towards the bar with your spine arched throughout the movement and your head leaning back as far away from the bar as possible. Exhale as you perform this portion of the movement. Tip: At the upper end of the movement, your hips and legs will be at about a 45-degree angle to the floor.",2
7032,159,Keep pulling until your collarbone passes the bar and your lower chest or sternum area touches it. Hold that contraction for a second. Tip: By the time you've completed this portion of the movement; your head will be parallel to the floor.,3
7033,159,Slowly start going back to the starting position as you inhale.,4
7034,159,Repeat for the recommended amount of repetitions.,5
7035,160,Kneel on the floor or an exercise mat and bend at the waist with your arms extended in front of you (perpendicular to the torso) in order to get into a kneeling push-up position but with the arms spaced at shoulder width. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position.,0
7036,160,"As you exhale, lift up your right leg until the hamstrings are in line with the back while maintaining the 90-degree angle bend. Contract the glutes throughout this movement and hold the contraction at the top for a second. Tip: At the end of the movement the upper leg should be parallel to the floor while the calf should be perpendicular to it.",1
7037,160,Go back to the initial position as you inhale and now repeat with the left leg.,2
7038,160,Continue to alternate legs until all of the recommended repetitions have been performed.,3
7039,161,Hang from a chin-up bar using an underhand grip (palms facing you) that is slightly wider than shoulder width.,0
7040,161,Now bend your knees at a 90 degree angle so that the calves are parallel to the floor while the thighs remain perpendicular to it. This will be your starting position.,1
7041,161,"As you exhale, pull yourself up while crunching your knees up at the same time until your knees are at chest level. You will stop going up as soon as your nose is at the same level as the bar. Tip: When you get to this point you should also be finishing the crunch at the same time.",2
7042,161,Slowly start to inhale as you return to the starting position.,3
7043,161,Repeat for the recommended amount of repetitions.,4
7044,162,Begin in a pushup position on the floor. This will be your starting position.,0
7045,162,"Using both legs, jump forward landing with your feet next to your hands. Keep your head up as you do so.",1
7046,162,"Return to the starting position and immediately repeat the movement, continuing for 10-20 repetitions.",2
7047,163,"In a seated position, extend your legs over a foam roll so that it is position on the back of the upper legs. Place your hands to the side or behind you to help support your weight. This will be your starting position.",0
7048,163,"Using your hands, lift your hips off of the floor and shift your weight on the foam roll to one leg. Relax the hamstrings of the leg you are stretching.",1
7049,163,"Roll over the foam from below the hip to above the back of the knee, pausing at points of tension for 10-30 seconds. Repeat for the other leg.",2
7050,165,Seat yourself on the floor.,0
7051,165,Straddle an exercise ball between both legs and lower your hips down toward the floor.,1
7052,165,Hug your arms around the ball to support your body. Adjust your legs so that your feet are flat on the floor and your knees line up over your ankles. Keep a good grip on the ball so it doesn't roll away from you and send you back onto your buttocks.,2
7053,166,Lie down on your back and pull both knees up to your chest.,0
7054,166,"Hold your arms under the knees, not over (that would put to much pressure on your knee joints).",1
7055,166,Slowly pull the knees toward your shoulders. This also stretches your buttocks muscles.,2
7056,164,Secure one end of the band to the lower portion of a post and attach the other to one ankle.,0
7057,164,Face away from the attachment point of the band.,1
7058,164,"Keeping your head and your chest up, raise your knee up to 90 degrees and pause.",2
7059,164,Return the leg to the starting position.,3
7060,167,"Set up a row of hurdles or other small barriers, placing them a few feet apart.",0
7061,167,Stand in front of the first hurdle with your feet shoulder width apart. This will be your starting position.,1
7062,167,"Begin by jumping with both feet over the first hurdle, swinging both arms as you jump.",2
7063,167,"Absorb the impact of landing by bending the knees, rebounding out of the first leap by jumping over the next hurdle. Continue until you have jumped over all of the hurdles.",3
7064,223,Pick a dumbbell and place it in one of your hands. Your non lifting hand should be used to grab something steady such as an incline bench press. Lean towards your lifting arm and away from the hand that is gripping the incline bench as this will allow you to keep your balance.,0
7065,223,Stand with a straight torso and have the dumbbell by your side at arm length with the palm of the hand facing you. This will be your starting position.,1
7066,223,"While maintaining the torso stationary (no swinging), lift the dumbbell to your side with a slight bend on the elbow and your hand slightly tilted forward as if pouring water in a glass. Continue to go up until you arm is parallel to the floor. Exhale as you execute this movement and pause for a second at the top.",2
7067,223,Lower the dumbbell back down slowly to the starting position as you inhale.,3
7068,223,Repeat for the recommended amount of repetitions.,4
7069,223,Switch arms and repeat the exercise.,5
7070,168,"Lie face down on a hyperextension bench, tucking your ankles securely under the footpads.",0
7071,168,"Adjust the upper pad if possible so your upper thighs lie flat across the wide pad, leaving enough room for you to bend at the waist without any restriction.",1
7072,168,"With your body straight, cross your arms in front of you (my preference) or behind your head. This will be your starting position. Tip: You can also hold a weight plate for extra resistance in front of you under your crossed arms.",2
7073,168,"Start bending forward slowly at the waist as far as you can while keeping your back flat. Inhale as you perform this movement. Keep moving forward until you feel a nice stretch on the hamstrings and you can no longer keep going without a rounding of the back. Tip: Never round the back as you perform this exercise. Also, some people can go farther than others. The key thing is that you go as far as your body allows you to without rounding the back.",3
7074,168,"Slowly raise your torso back to the initial position as you inhale. Tip: Avoid the temptation to arch your back past a straight line. Also, do not swing the torso at any time in order to protect the back from injury.",4
7075,168,Repeat for the recommended amount of repetitions.,5
7076,170,"Lay on your side, with the bottom leg placed onto a foam roller between the hip and the knee. The other leg can be crossed in front of you.",0
7077,170,Place as much of your weight as is tolerable onto your bottom leg; there is no need to keep your bottom leg in contact with the ground. Be sure to relax the muscles of the leg you are stretching.,1
7078,170,"Roll your leg over the foam from you hip to your knee, pausing for 10-30 seconds at points of tension. Repeat with the opposite leg.",2
7079,171,"Stand with your feet close together. Keeping your legs straight, stretch down and put your hands on the floor directly in front of you. This will be your starting position.",0
7080,171,"Begin by walking your hands forward slowly, alternating your left and your right. As you do so, bend only at the hip, keeping your legs straight.",1
7081,171,Keep going until your body is parallel to the ground in a pushup position.,2
7082,171,"Now, keep your hands in place and slowly take short steps with your feet, moving only a few inches at a time.",3
7083,171,"Continue walking until your feet are by hour hands, keeping your legs straight as you do so.",4
7084,172,"To get yourself into the starting position, set the pulleys at the floor level (lowest level possible on the machine that is below your torso).",0
7085,172,"Place an incline bench (set at 45 degrees) in between the pulleys, select a weight on each one and grab a pulley on each hand.",1
7086,172,"With a handle on each hand, lie on the incline bench and bring your hands together at arms length in front of your face. This will be your starting position.",2
7087,172,"With a slight bend of your elbows (in order to prevent stress at the biceps tendon), lower your arms out at both sides in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms should remain stationary. The movement should only occur at the shoulder joint.",3
7088,172,Return your arms back to the starting position as you squeeze your chest muscles and exhale. Hold the contracted position for a second. Tip: Make sure to use the same arc of motion used to lower the weights.,4
7089,172,Repeat the movement for the prescribed amount of repetitions.,5
7090,173,Hold a dumbbell on each hand and lie on an incline bench that is set to an incline angle of no more than 30 degrees.,0
7091,173,Extend your arms above you with a slight bend at the elbows.,1
7179,196,"Place your right hand onto the line, and thing bring your nose close to your left knee.",1
7092,173,Now rotate the wrists so that the palms of your hands are facing you. Tip: The pinky fingers should be next to each other. This will be your starting position.,2
7093,173,"As you breathe in, start to slowly lower the arms to the side while keeping the arms extended and while rotating the wrists until the palms of the hand are facing each other. Tip: At the end of the movement the arms will be by your side with the palms facing the ceiling.",3
7094,173,As you exhale start to bring the dumbbells back up to the starting position by reversing the motion and rotating the hands so that the pinky fingers are next to each other again. Tip: Keep in mind that the movement will only happen at the shoulder joint and at the wrist. There is no motion that happens at the elbow joint.,4
7095,173,Repeat for the recommended amount of repetitions.,5
7096,174,Hold a dumbbell in each hand and lie on an incline bench that is set to an incline angle of no more than 30 degrees.,0
7097,174,Extend your arms above you with a slight bend at the elbows.,1
7098,174,Now rotate the wrists so that the palms of your hands are facing you. Tip: The pinky fingers should be next to each other. This will be your starting position.,2
7439,284,Initiate the movement by shrugging your shoulders straight up. Do not flex the arms or wrist during the movement.,2
7099,174,"As you breathe in, start to slowly lower the arms to the side while keeping the arms extended and while rotating the wrists until the palms of the hand are facing each other. Tip: At the end of the movement the arms will be by your side with the palms facing the ceiling.",3
7100,174,As you exhale start to bring the dumbbells back up to the starting position by reversing the motion and rotating the hands so that the pinky fingers are next to each other again. Tip: Keep in mind that the movement will only happen at the shoulder joint and at the wrist. There is no motion that happens at the elbow joint.,4
7101,174,Repeat for the recommended amount of repetitions.,5
