id,name,pattern,primary_muscle,primary_region,cns_load,skill_level,compound,is_complex_lift,is_unilateral,metric_type,description,substitution_group,user_id,fatigue_factor,stimulus_factor,injury_risk_factor,min_recovery_hours,spinal_compression,tier,metabolic_demand,biomechanics_profile,embedding_description
18,Overhead Press,vertical_push,front_delts,shoulder,high,intermediate,true,false,false,reps,,ohp,,0.7999999999999999,0.95,0.4,48,none,gold,metabolic,"{""pattern"": ""vertical_push"", ""cns_load"": ""moderate"", ""lumbar_shear"": ""low"", ""concentric_power"": ""moderate"", ""stability_demand"": ""moderate"", ""eccentric_control"": ""moderate"", ""primary_mechanism"": ""elbow_extension_shoulder_abduction"", ""spinal_compression"": ""moderate"", ""movement_complexity"": ""moderate""}","Movement: Overhead Press Pattern: MovementPattern.VERTICAL_PUSH Primary muscle: PrimaryMuscle.FRONT_DELTS Primary region: PrimaryRegion.SHOULDER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.HIGH Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.GOLD Metabolic demand: MetabolicDemand.METABOLIC Metric type: MetricType.REPS Equipment: barbell Tags: strength, compound, upper_body, shoulder_dominant Disciplines: powerlifting Substitution group: ohp Biomechanics: pattern=vertical_push, cns_load=moderate, lumbar_shear=low, concentric_power=moderate, stability_demand=moderate, eccentric_control=moderate, primary_mechanism=elbow_extension_shoulder_abduction, spinal_compression=moderate, movement_complexity=moderate"
30,Clean,olympic,full_body,full body,very_high,expert,true,true,false,reps,,clean,,1,1,1,72,none,gold,neural,"{""pattern"": ""olympic"", ""cns_load"": ""very_high"", ""lumbar_shear"": ""moderate"", ""concentric_power"": ""very_high"", ""stability_demand"": ""very_high"", ""eccentric_control"": ""very_low"", ""primary_mechanism"": ""triple_extension"", ""spinal_compression"": ""high"", ""movement_complexity"": ""very_high""}","Movement: Clean Pattern: MovementPattern.OLYMPIC Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=True CNS load: CNSLoad.VERY_HIGH Skill level: SkillLevel.EXPERT Spinal compression: SpinalCompression.NONE Tier: MovementTier.GOLD Metabolic demand: MetabolicDemand.NEURAL Metric type: MetricType.REPS Equipment: barbell Tags: athleticism, olympic, olympic_lifting, full_body, explosive, power Substitution group: clean Biomechanics: pattern=olympic, cns_load=very_high, lumbar_shear=moderate, concentric_power=very_high, stability_demand=very_high, eccentric_control=very_low, primary_mechanism=triple_extension, spinal_compression=high, movement_complexity=very_high"
5,Bulgarian Split Squat,lunge,quadriceps,anterior lower,moderate,intermediate,true,false,true,reps,,lunge,,0.6,0.8,0.5,48,none,bronze,anabolic,,"Movement: Bulgarian Split Squat Pattern: MovementPattern.LUNGE Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=True, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none, barbell, dumbbell Tags: strength, hypertrophy Substitution group: lunge"
369,Upper Back-Leg Grab,mobility,hamstrings,posterior lower,moderate,intermediate,false,false,false,reps,,upper_back_leg_grab,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Upper Back-Leg Grab Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.HAMSTRINGS Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: upper_back_leg_grab Coaching cues: While seated, bend forward to hug your thighs from underneath with both arms. | Keep your knees together and your legs extended out as you bring your chest down to your knees. You can also stretch your middle back by pulling your back away from your knees as your hugging them."
43,Box Jump,plyometric,quadriceps,anterior lower,high,intermediate,true,false,false,reps,,box_jump,,0.7999999999999999,0.95,0.4,48,none,bronze,anabolic,,"Movement: Box Jump Pattern: MovementPattern.PLYOMETRIC Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.HIGH Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: plyo_box Tags: athleticism, explosiveness Substitution group: box_jump"
341,Knee Tuck Jump,plyometric,hamstrings,posterior lower,moderate,intermediate,false,false,false,reps,,knee_tuck_jump,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Knee Tuck Jump Pattern: MovementPattern.PLYOMETRIC Primary muscle: PrimaryMuscle.HAMSTRINGS Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: plyometrics Substitution group: knee_tuck_jump Coaching cues: Begin in a comfortable standing position with your knees slightly bent. Hold your hands in front of you, palms down with your fingertips together at chest height. This will be your starting position. | Rapidly dip down into a quarter squat and immediately explode upward. Drive the knees towards the chest, attempting to touch them to the palms of the hands. | Jump as high as you can, raising your knees up, and then ensure a good land be re-extending your legs, absorbing impact through be allowing the knees to rebend."
379,Burpees,plyometric,full_body,full body,moderate,intermediate,true,false,false,reps,,,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Burpees Pattern: MovementPattern.PLYOMETRIC Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Disciplines: crossfit"
103,Cable Crunch,core,core,full body,moderate,intermediate,false,false,false,time,Crunch performed with a cable machine,crunch,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Cable Crunch Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: cable Tags: strength Substitution group: crunch Description: Crunch performed with a cable machine Coaching cues: Kneel below a high pulley that contains a rope attachment. | Grasp cable rope attachment and lower the rope until your hands are placed next to your face. | Flex your hips slightly and allow the weight to hyperextend the lower back. This will be your starting position. | With the hips stationary, flex the waist as you contract the abs so that the elbows travel towards the middle of the thighs. Exhale as you perform this portion of the movement and hold the contraction for a second. | Slowly return to the starting position as you inhale. Tip: Make sure that you keep constant tension on the abs throughout the movement. Also, do not choose a weight so heavy that the lower back handles the brunt of the work. | Repeat for the recommended amount of repetitions."
104,Cable Deadlifts,hinge,quadriceps,anterior lower,high,intermediate,true,true,false,reps,,deadlifts,,0.7999999999999999,1,0.6000000000000001,48,none,bronze,anabolic,,"Movement: Cable Deadlifts Pattern: MovementPattern.HINGE Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=True CNS load: CNSLoad.HIGH Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: cable Tags: strength Substitution group: deadlifts Coaching cues: Move the cables to the bottom of the towers and select an appropriate weight. Stand directly in between the uprights. | To begin, squat down be flexing your hips and knees until you can reach the handles. | After grasping them, begin your ascent. Driving through your heels extend your hips and knees keeping your hands hanging at your side. Keep your head and chest up throughout the movement. | After reaching a full standing position, Return to the starting position and repeat."
109,Cable Reverse Crunch,core,core,full body,moderate,intermediate,false,false,false,time,,reverse_crunch,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Cable Reverse Crunch Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: cable Tags: strength Substitution group: reverse_crunch Coaching cues: Connect an ankle strap attachment to a low pulley cable and position a mat on the floor in front of it. | Sit down with your feet toward the pulley and attach the cable to your ankles. | Lie down, elevate your legs and bend your knees at a 90-degree angle. Your legs and the cable should be aligned. If not, adjust the pulley up or down until they are. | With your hands behind your head, bring your knees inward to your torso and elevate your hips off the floor. | Pause for a moment and in a slow and controlled manner drop your hips and bring your legs back to the starting 90-degree angle. You should still have tension on your abs in the resting position. | Repeat the same movement to failure."
16,Push-Up,horizontal_push,chest,anterior upper,low,beginner,true,false,false,reps,,push_up,,0.4,0.8,0.2,24,none,bronze,anabolic,,"Movement: Push-Up Pattern: MovementPattern.HORIZONTAL_PUSH Primary muscle: PrimaryMuscle.CHEST Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: endurance Disciplines: calisthenics Substitution group: push_up"
17,Dip,horizontal_push,chest,anterior upper,moderate,intermediate,true,false,false,reps,,dip,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Dip Pattern: MovementPattern.HORIZONTAL_PUSH Primary muscle: PrimaryMuscle.CHEST Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none, dip_station Tags: strength Disciplines: calisthenics Substitution group: dip"
19,Dumbbell Shoulder Press,vertical_push,front_delts,shoulder,moderate,beginner,true,false,false,reps,,ohp,,0.6,0.8,0.2,48,none,bronze,anabolic,,"Movement: Dumbbell Shoulder Press Pattern: MovementPattern.VERTICAL_PUSH Primary muscle: PrimaryMuscle.FRONT_DELTS Primary region: PrimaryRegion.SHOULDER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: dumbbell Tags: hypertrophy Substitution group: ohp"
20,Pike Push-Up,vertical_push,front_delts,shoulder,low,intermediate,true,false,false,reps,,pike_press,,0.4,0.8,0.4,24,none,bronze,anabolic,,"Movement: Pike Push-Up Pattern: MovementPattern.VERTICAL_PUSH Primary muscle: PrimaryMuscle.FRONT_DELTS Primary region: PrimaryRegion.SHOULDER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Disciplines: calisthenics Substitution group: pike_press"
21,Handstand Push-Up,vertical_push,front_delts,shoulder,moderate,elite,true,true,false,reps,,hspu,,0.6,0.8500000000000001,1,48,none,bronze,anabolic,,"Movement: Handstand Push-Up Pattern: MovementPattern.VERTICAL_PUSH Primary muscle: PrimaryMuscle.FRONT_DELTS Primary region: PrimaryRegion.SHOULDER Characteristics: compound=True, unilateral=False, complex_lift=True CNS load: CNSLoad.MODERATE Skill level: SkillLevel.ELITE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: athleticism Disciplines: calisthenics Substitution group: hspu"
37,Plank,isometric,core,anterior upper,very_low,beginner,false,false,false,time,,plank,,0.1,0.5,0.2,12,none,bronze,anabolic,,"Movement: Plank Pattern: MovementPattern.ISOMETRIC Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.VERY_LOW Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: none Tags: mobility Disciplines: calisthenics Substitution group: plank"
38,Side Plank,isometric,obliques,anterior upper,very_low,beginner,false,false,true,time,,side_plank,,0.1,0.5,0.30000000000000004,12,none,bronze,anabolic,,"Movement: Side Plank Pattern: MovementPattern.ISOMETRIC Primary muscle: PrimaryMuscle.OBLIQUES Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=True, complex_lift=False CNS load: CNSLoad.VERY_LOW Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: none Tags: mobility Disciplines: calisthenics Substitution group: side_plank"
39,Dead Bug,core,core,anterior upper,very_low,beginner,false,false,false,reps,,dead_bug,,0.1,0.5,0.2,12,none,bronze,anabolic,,"Movement: Dead Bug Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.VERY_LOW Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: rehabilitation, mobility Substitution group: dead_bug"
59,L-Sit Hold,isometric,core,anterior upper,moderate,expert,true,false,false,time,,l_sit,,0.6,0.8,0.8,48,none,bronze,anabolic,,"Movement: L-Sit Hold Pattern: MovementPattern.ISOMETRIC Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.EXPERT Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: none, parallettes Disciplines: calisthenics Substitution group: l_sit"
60,Front Lever Hold,isometric,lats,posterior upper,high,elite,true,true,false,time,,front_lever,,0.7999999999999999,1,1,48,none,bronze,anabolic,,"Movement: Front Lever Hold Pattern: MovementPattern.ISOMETRIC Primary muscle: PrimaryMuscle.LATS Primary region: PrimaryRegion.POSTERIOR_UPPER Characteristics: compound=True, unilateral=False, complex_lift=True CNS load: CNSLoad.HIGH Skill level: SkillLevel.ELITE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: none, pull_up_bar, rings Disciplines: calisthenics Substitution group: front_lever"
34,Farmer's Carry,carry,full_body,full body,moderate,beginner,true,false,false,distance,,carry_bilateral,,0.6,0.8,0.2,48,none,bronze,anabolic,,"Movement: Farmer's Carry Pattern: MovementPattern.CARRY Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Equipment: kettlebell, dumbbell, trap_bar Tags: athleticism Disciplines: strongman Substitution group: carry_bilateral"
35,Suitcase Carry,carry,obliques,full body,moderate,beginner,true,false,true,distance,,carry_unilateral,,0.6,0.8,0.30000000000000004,48,none,bronze,anabolic,,"Movement: Suitcase Carry Pattern: MovementPattern.CARRY Primary muscle: PrimaryMuscle.OBLIQUES Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=True, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Equipment: kettlebell, dumbbell Tags: athleticism Disciplines: strongman Substitution group: carry_unilateral"
36,Overhead Carry,carry,front_delts,full body,moderate,intermediate,true,false,false,distance,,carry_overhead,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Overhead Carry Pattern: MovementPattern.CARRY Primary muscle: PrimaryMuscle.FRONT_DELTS Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Equipment: kettlebell, barbell, dumbbell Tags: mobility Disciplines: strongman Substitution group: carry_overhead"
63,Sled Push,carry,quadriceps,anterior lower,high,beginner,true,false,false,distance,,sled_push,,0.7999999999999999,0.95,0.2,48,none,bronze,anabolic,,"Movement: Sled Push Pattern: MovementPattern.CARRY Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.HIGH Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Equipment: sled Tags: athleticism Disciplines: strongman Substitution group: sled_push"
77,Around The Worlds,isolation,chest,anterior upper,moderate,intermediate,false,false,false,reps,,around_the_worlds,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Around The Worlds Pattern: MovementPattern.ISOLATION Primary muscle: PrimaryMuscle.CHEST Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: dumbbell Tags: strength Disciplines: bodybuilding Substitution group: around_the_worlds Coaching cues: Lay down on a flat bench holding a dumbbell in each hand with the palms of the hands facing towards the ceiling. Tip: Your arms should be parallel to the floor and next to your thighs. To avoid injury, make sure that you keep your elbows slightly bent. This will be your starting position. | Now move the dumbbells by creating a semi-circle as you displace them from the initial position to over the head. All of the movement should happen with the arms parallel to the floor at all times. Breathe in as you perform this portion of the movement. | Reverse the movement to return the weight to the starting position as you exhale."
78,Atlas Stone Trainer,isolation,lower_back,posterior lower,moderate,intermediate,false,false,false,reps,,atlas_stone_trainer,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Atlas Stone Trainer Pattern: MovementPattern.ISOLATION Primary muscle: PrimaryMuscle.LOWER_BACK Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: other Disciplines: strongman, powerlifting, bodybuilding Substitution group: atlas_stone_trainer Coaching cues: This trainer is effective for developing Atlas Stone strength for those who don't have access to stones, and are typically made from bar ends or heavy pipe. | Begin by loading the desired weight onto the bar. Straddle the weight, wrapping your arms around the implement, bending at the hips. | Begin by pulling the weight up past the knees, extending through the hips. As the weight clears the knees, it can be lapped by resting it on your thighs and sitting back, hugging it tightly to your chest. | Finish the movement by extending through your hips and knees to raise the weight as high as possible. The weight can be returned to the lap or to the ground for successive repetitions."
93,Bicycling,cardio,quadriceps,anterior lower,low,intermediate,false,false,false,time,,bicycling,,0.19999999999999998,0.5,0.4,12,none,bronze,anabolic,,"Movement: Bicycling Pattern: MovementPattern.CARDIO Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: other Tags: cardio Substitution group: bicycling Coaching cues: To begin, seat yourself on the bike and adjust the seat to your height."
408,Wall Ball,squat,full_body,full body,moderate,intermediate,true,false,false,reps,,,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Wall Ball Pattern: MovementPattern.SQUAT Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: wall_ball Tags: crossfit, athletic Disciplines: crossfit"
95,Bodyweight Flyes,isolation,chest,anterior upper,moderate,intermediate,false,false,false,reps,,flyes,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Bodyweight Flyes Pattern: MovementPattern.ISOLATION Primary muscle: PrimaryMuscle.CHEST Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: ez curl bar Tags: strength Disciplines: bodybuilding Substitution group: flyes Coaching cues: Position two equally loaded EZ bars on the ground next to each other. Ensure they are able to roll. | Assume a push-up position over the bars, supporting your weight on your toes and hands with your arms extended and body straight. | Place your hands on the bars. This will be your starting position. | Using a slow and controlled motion, move your hands away from the midline of your body, rolling the bars apart. Inhale during this portion of the motion. | After moving the bars as far apart as you can, return to the starting position by pulling them back together. Exhale as you perform this movement."
98,Brachialis-SMR,mobility,biceps,anterior upper,moderate,intermediate,false,false,false,reps,,brachialis_smr,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Brachialis-SMR Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.BICEPS Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: foam roll Tags: stretching, mobility Substitution group: brachialis_smr Coaching cues: Lie on your side, with your upper arm against the foam roller. The upper arm should be more or less aligned with your body, with the outside of the bicep pressed against the foam roller. | Raise your hips off of the floor, supporting your weight on your arm and on your feet. Hold for 10-30 seconds, and then switch sides."
389,Run,cardio,hamstrings,posterior lower,moderate,intermediate,true,false,false,distance,,,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Run Pattern: MovementPattern.CARDIO Primary muscle: PrimaryMuscle.HAMSTRINGS Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Tags: cardio"
118,Carioca Quick Step,isolation,adductors,lower body,moderate,intermediate,false,false,false,reps,,carioca_quick_step,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Carioca Quick Step Pattern: MovementPattern.ISOLATION Primary muscle: PrimaryMuscle.ADDUCTORS Primary region: PrimaryRegion.LOWER_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: plyometrics Disciplines: bodybuilding Substitution group: carioca_quick_step Coaching cues: Begin with your feet a few inches apart and your left arm up in a relaxed, athletic position. | With your right foot, quick step behind and pull the knee up. | Fire your arms back up when you pull the right knee, being sure that your knee goes straight up and down. Avoid turning your feet as you move and continue to look forward as you move to the side."
119,Catch and Overhead Throw,horizontal_pull,lats,posterior upper,moderate,intermediate,true,false,false,time,,catch_and_overhead_throw,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Catch and Overhead Throw Pattern: MovementPattern.HORIZONTAL_PULL Primary muscle: PrimaryMuscle.LATS Primary region: PrimaryRegion.POSTERIOR_UPPER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: medicine_ball Tags: plyometrics Substitution group: catch_and_overhead_throw Coaching cues: Begin standing while facing a wall or a partner. | Using both hands, position the ball behind your head, stretching as much as possible, and forcefully throw the ball forward. | Ensure that you follow your throw through, being prepared to receive your rebound from your throw. If you are throwing against the wall, make sure that you stand close enough to the wall to receive the rebound, and aim a little higher than you would with a partner."
412,Sandbag Carry,carry,full_body,full body,moderate,intermediate,true,false,false,reps,,,,0.6,0.8,0.4,48,none,bronze,anabolic,,"Movement: Sandbag Carry Pattern: MovementPattern.CARRY Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: sandbag Tags: crossfit Disciplines: crossfit"
130,Crucifix,isolation,full_body,full body,moderate,intermediate,false,false,false,reps,,crucifix,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Crucifix Pattern: MovementPattern.ISOLATION Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: other Disciplines: strongman, powerlifting, bodybuilding Substitution group: crucifix Coaching cues: In the crucifix, you statically hold weights out to the side for time. While the event can be practiced using dumbbells, it is best to practice with one of the various implements used, such as axes and hammers, as it feels different. | Begin standing, and raise your arms out to the side holding the implements. Your arms should be parallel to the ground. In competition, judges or sensors are used to let you know when you break parallel. Hold for as long as you can. Typically, the weights should be heavy enough that you fail in 30-60 seconds."
